id,,fclt_name,ctprvn_nm,sgnr_nm,legaldong_cd,legaldong_cd_si,legaldong_cd_gu,legalemd_nm,adstrd_cd,adstrd_nm,rdnmaddr_cd,rdnm_addr,zip_cd,grid_cd,x_cd,y_cd,opmt_plce,fstvl_bgn_dt,fstvl_bgn_dt_year,fstvl_bgn_dt_month,fstvl_bgn_dt_day,fstvl_end_dt,fstvl_end_dt_year,fstvl_end_dt_month,fstvl_end_dt_day,fstvl_cn,mnnst,auspc_instt,supt_instt,telno,hmpg,rlt_inf,data_stdde,prvd_agnc_cd,prvd_agnc_nm,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC488PO20N000214,,벌교꼬막축제,전라남도,보성군,4678025338,46,46780,벌교읍,4678025300,벌교읍,4.68E+11,전라남도 보성군 벌교읍 벌교천1길 19,59425,다라859500,34.84476516,127.3464624,벌교읍천변,20191031,2019,10,31,20191103,2019,11,3,"꼬막체험, 갯벌체험 등",벌교꼬막축제추진위원회,벌교꼬막축제추진위원회,보성군,061-857-7676,http://www.boseong.go.kr/tour/festivity/cockle,,20200608,4890000,전라남도 보성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000215,,보성전어축제,전라남도,보성군,4678039027,46,46780,회천면,4678039000,회천면,4.68E+11,전라남도 보성군 회천면 우암길 24,59471,다라623307,34.6700298,127.0890226,율포솔밭해수풀장,20190824,2019,8,24,20190825,2019,8,25,"전어잡기,체험 등",보성전어축제추진위원회,보성전어축제추진위원회,보성군,061-850-8395,http://www.boseong.go.kr/tour/festivity/gizzard_shad,,20200608,4890000,전라남도 보성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000220,,정월대보름 행사,서울특별시,양천구,1147010100,11,11470,신정동,1147067000,신정6동,1.15E+11,서울특별시 양천구 목동서로 363,8094,다사437465,37.516601,126.863871,안양천변 축구장(신정교아래),20190216,2019,2,16,20190216,2019,2,16,"정월대보름 행사 (풍물놀이, 민속놀이체험, 달집태우기, 불꽃놀이, 먹걸이장터등)",서울특별시 양천문화원,서울특별시 양천구청,,02-2651-5300,http://www.yangcheon.go.kr,,20200430,3140000,서울특별시 양천구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000221,,방아다리벗꽃축제,서울특별시,양천구,1147010100,11,11470,신정동,1147064000,신정3동,1.15E+11,서울특별시 양천구 신정로7길 81-4 (신정동),8049,다사410462,37.51356942,126.8333708,신월5동,20190406,2019,4,6,20190406,2019,4,6,벗꽃 풍경이 멋진 방아다리길에서 마을주민축제개최,벗꽃축제추진위,신월5동,,02-2620-4130,http://www.yangcheon.go.kr,,20200430,3140000,서울특별시 양천구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000237,,삼척맹방유채꽃축제,강원도,삼척시,4223031021,42,42230,근덕면,4223031000,근덕면,4.22E+11,강원도 삼척시 근덕면 삼척로 3992-8,25932,마사509354,37.405447,129.2050939,근덕면 삼척로 유채밭 일대,20190329,2019,3,29,20190425,2019,4,25,"농축특산물 판매장운영 및 향토 먹거리장터 운영, 유채꽃 사진전, 유채꽃따라 걷기대회",삼척맹방유채꽃축제위원회,삼척맹방유채꽃축제위원회,삼척시,033-570-3382,http://tour.samcheok.go.kr/03joy/02_03.jsp,"덕산해수욕장,맹방해수욕장",20200731,4240000,강원도 삼척시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000238,,황영조 국제 마라톤 대회,강원도,삼척시,4223011900,42,42230,성남동,,,4.22E+11,강원도 삼척시 엑스포로 45 (성남동),25919,마사468390,37.43896231,129.160145,엑스포광장~근덕면 일원,20190428,2019,4,28,20190428,2019,4,28,국제 마라톤 대회,강원일보,강원일보,삼척시,033-570-3813,http://www.samcheokmarathon.com/,"박물관, 동굴신비관, 죽서루, 해양레일바이크, 해상케이블카, 해신당공원",20200731,4240000,강원도 삼척시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000239,,제12주년 세계인의 날 기념행사,경기도,안산시 단원구,4127310100,41,41273,고잔동,4127353500,호수동,4.13E+11,경기도 안산시 단원구 광덕대로 157 (고잔동),15471,다사406237,37.310742,126.829822,안산문화광장,20190519,2019,5,19,20190519,2019,5,19,"기념식, 문화 및 각종 부대행사",안산시,안산시,,031-481-3298,,원곡동 다문화거리,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000240,,청소년어울림마당 1회차,경기도,안산시 상록구,4127110800,41,41271,성포동,4127159000,성포동,4.13E+11,경기도 안산시 상록구 삼일로 696 (성포동),15293,다사427254,37.326253,126.853291,상록청소년수련관,20190601,2019,6,1,20190601,2019,6,1,개막,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000241,,청소년어울림마당 2회차,경기도,안산시 상록구,4127110800,41,41271,성포동,4127159000,성포동,4.13E+11,경기도 안산시 상록구 삼일로 696 (성포동),15293,다사427254,37.326253,126.853291,상록청소년수련관,20190720,2019,7,20,20190720,2019,7,20,여름축제,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000242,,그랑꼬또 와인 페스티벌,경기도,안산시 단원구,4127311100,41,41273,대부북동,,,4.13E+11,경기도 안산시 단원구 뻐꾹산길 107 (대부북동),15640,다사186180,37.257471,126.582545,그랑꼬또와이너리,20190830,2019,8,30,20190831,2019,8,31,"대부와인 홍보 및 직거래, 문화공연 등",안산시,그린영농조합법인,,031-481-2317,http://www.grandcoteau.co.kr/,대부와인,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000244,,청소년어울림마당 3회차,경기도,안산시 상록구,4127110800,41,41271,성포동,,,4.13E+11,경기도 안산시 상록구 삼일로 696 (성포동),15293,다사427254,37.326253,126.853291,상록청소년수련관,20190928,2019,9,28,20190928,2019,9,28,별이 빛나는 밤에,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000245,,제7회 상록수문화제,경기도,안산시 상록구,4127110400,41,41271,본오동,,,4.13E+11,경기도 안산시 상록구 샘골서길 64 (본오동),15539,다사435224,37.299644,126.8627,"최용신기념관,상록수공원",20191026,2019,10,26,20191026,2019,10,26,"공연,전시,체험 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000246,,청소년어울림마당 4회차,경기도,안산시 상록구,4127110800,41,41271,성포동,,,4.13E+11,경기도 안산시 상록구 삼일로 696 (성포동),15293,다사427254,37.326253,126.853291,안산대학교,20191026,2019,10,26,20191026,2019,10,26,잡아드림 연계,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000247,,청소년어울림마당 5회차,경기도,안산시 상록구,4127110800,41,41271,성포동,,,4.13E+11,경기도 안산시 상록구 삼일로 696 (성포동),15293,다사427254,37.326253,126.853291,상록청소년수련관,20191102,2019,11,2,20191102,2019,11,2,폐막,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,20200531,3930000,경기도 안산시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000261,,모란축제추진위원회,경기도,성남시 중원구,4113310100,41,41133,성남동,4113351000,성남동,4.11E+11,경기도 성남시 중원구 제일로35번길 51 (성남동),13366,다사674370,37.4320045,127.1315674,모란오거리쉼터,20191001,2019,10,1,20191031,2019,10,31,지역상인들과 시민화합의장 마련,성남동,성남동 상가번영회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000262,,은행골한마음잔치,경기도,성남시 중원구,4113310400,41,41133,은행동,4113356000,은행2동,4.11E+11,경기도 성남시 중원구 순환로447번길 11 (은행동),13151,다사708402,37.46123306,127.1707449,은행2동 초등학교,20190501,2019,5,1,20190531,2019,5,31,은행2동 350년 된 은행나무 보호수 행목제 시작으로 부대행사,은행2동,은행골 한마음잔치 추진위원회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000263,,중원한마당축제,경기도,성남시 중원구,4113310300,41,41133,금광동,4113354000,금광2동,4.11E+11,경기도 성남시 중원구 광명로 377 (금광동),13174,다사706389,37.44885031,127.167697,종합운동장보조구장(미정),20190901,2019,9,1,20190930,2019,9,30,"중원구민 한마당 음악축제, 주민자치센터 작품 발표",중원구청 가정복지과,중원한마당축제추진위원회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000264,,분당구민 한마음 축제,경기도,성남시 분당구,4113510200,41,41135,수내동,4113558000,서현1동,4.11E+11,경기도 성남시 분당구 성남대로 550 (수내동),13598,다사664313,37.38030721,127.1211791,야외공연장 중앙공원(미정),20191001,2019,10,1,20191031,2019,10,31,"행복한 분당, 화합하고 하나되는 어울림 마당 조성",분당구청 가정복지과,분당 아트 페스티벌위원회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000265,,청계산철쭉축제,경기도,성남시 수정구,4113111300,41,41131,상적동,4113164000,고등동,4.11E+11,경기도 성남시 수정구 달래내로 407 (상적동),13442,다사621368,37.42989648,127.0716316,옛골입구,20190427,2019,4,27,20190427,2019,4,27,청계산 철쭉제 개화시기 축제알림,고등동,청계산 철쭉축제추진위원회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000266,,수정숯골축제,경기도,성남시 수정구,4113110200,41,41131,태평동,4113156100,태평4동,4.11E+11,경기도 성남시 수정구 수정로 233 (태평동),13282,다사685386,37.44608464,127.1441445,성남초교(미정),20191001,2019,10,1,20191031,2019,10,31,수정구지역이 조선시대 숯을 구어 장에 팔았던 숯골을 축제 유래로 수정구민 화합축제,수정구청 가정복지과,수정숯골축제 추진위원회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000267,,벌터산 축제,경기도,성남시 수정구,4113110300,41,41131,수진동,4113158000,수진2동,4.11E+11,경기도 성남시 수정구 산성대로 41,13315,다사668374,37.4358321,127.1254889,벌터산공원,20190401,2019,4,1,20190430,2019,4,30,지역주민 화합,수진2동,벌터산 축제 추진위원회,,,,,20200701,3780000,경기도 성남시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000268,,당항포대첩축제,경상남도,고성군,4882040023,48,48820,회화면,4882040000,회화면,4.88E+11,경상남도 고성군 회화면 당항만로 1116,52915,라라813734,35.05322615,128.3920276,당항포관광지,20190426,2019,4,26,20190428,2019,4,28,"당항포대첩 재연, 공연등 다양한 문화행사",당항포대첩축제위원회,경상남도 고성군,,055-670-4505,http://dhp.goseong.go.kr/index.goseong,"송학동고분군, 고성박물관, 남산공원, 공룡박물관, 탈박물관, 상족암군립공원",20200710,5420000,경상남도 고성군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000270,,민둥산억새꽃축제,강원도,정선군,4277032022,42,42770,남면,4277032000,남면,4.28E+11,강원도 정선군 남면 민둥산로 7,26148,마사134181,37.25494758,128.779595,강원도 정선군 남면 민둥산,20190927,2019,9,27,20191110,2019,11,10,"등반대회,산신제",민둥산억새꽃축제추진위원회,민둥산억새꽃축제추진위원회,,033-591-9141,,,20200715,4290000,강원도 정선군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000337,,김광석추모콘서트,대구광역시,중구,2711015700,27,27110,대봉동,2711068000,대봉1동,2.71E+11,대구광역시 중구 달구벌대로 2232-18,41951,라마997631,35.859472,128.6044017,김광석길야외콘서트홀,20190106,2019,1,6,20190106,2019,1,6,초청가수콘서트,대봉문화마을협의회,대봉문화마을협의회,대구광역시 중구,053-661-2173,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000338,,봉산도자기축제,대구광역시,중구,2711010800,27,27110,봉산동,2711056500,성내1동,2.71E+11,대구광역시 중구 봉산문화2길 36,41959,라마990635,35.863797,128.596776,봉산문화거리,20190419,2019,4,19,20190421,2019,4,21,"도예전시 및 부대행사(공방체험, 도슨트프로그램, 도예장터, 경매 등)",봉산문화협회,봉산문화협회,대구광역시 중구,053-661-2174,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000339,,2019 대구약령시한방문화축제,대구광역시,중구,2711011900,27,27110,동성로3가,2711057500,성내2동,2.71E+11,대구광역시 중구 동성로3가 중앙대로 379-2,41936,라마987639,35.86728621,128.5933489,약령시(약전골목) 일원,20190502,2019,5,2,20190506,2019,5,6,"경연, 참여, 체험, 전시, 공연, 먹거리 등",(사)약령시보존위원회,"대구광역시, 대구광역시 중구","문화체육관광부, 한국관광공사, 대구시 한약협회, 대구시 한의사회, 한약도매협회 대구시지회, (주)대구시한약재도매시장",053-661-2178,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000340,,동성로축제,대구광역시,중구,2711012300,27,27110,동성로2가,2711056500,성내1동,2.71E+11,대구광역시 중구 동성로 28 (동성로2가),41938,라마988641,35.869181,128.595424,동성로 야외무대,20190510,2019,5,10,20190512,2019,5,12,"개막식, 동성로가요제, 커버댄스, DJ페스티벌",사)달성문화선양회,사)달성문화선양회,"대구광역시, 대구광역시 중구",053-661-2179,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000341,,대구스트리트 모터 페스티벌,대구광역시,중구,2711015600,27,27110,남산동,2711064000,남산1동,2.71E+11,대구광역시 중구 명덕로35길 14 (남산동),41968,라마982628,35.85747259,128.588345,남산동 자동차골목,20190518,2019,5,18,20190519,2019,5,19,"자동차전시, 레이싱모델쇼, 공연 등",남산동자동차골목상점가상인회,남산동자동차골목상점가상인회,"대구광역시 중구, 대구광역시",053-661-2180,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000342,,대구 문화제 야행,대구광역시,중구,2711010900,27,27110,장관동,2711057500,성내2동,2.71E+11,대구광역시 중구 약령길 58-7,41934,라마984641,35.868839,128.589995,"약령시, 청라언덕",20190823,2019,8,23,20190824,2019,8,24,"문화(재)시설 오픈하우스, 전시, 공연, 체험, 강좌, 투어 등",대구광역시 중구,대구광역시 중구,"문화재청, 대구광역시",053-661-2181,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000343,,김광석노래부르기,대구광역시,수성구,2726010400,27,27260,수성동2가,2726058000,수성2.3가동,2.73E+11,대구광역시 수성구 수성로72길 43 (수성동2가),42124,마마007627,35.856117,128.616238,신천둔치(대봉교아래),20190921,2019,9,21,20190921,2019,9,21,"김광석노래경연, 초청가수콘서트, 부대행사",대구문화방송㈜,대구광역시 중구,"대구광역시, 대구광역시 중구",053-661-2174,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000344,,대구화교중화문화축제,대구광역시,중구,2711011400,27,27110,종로2가,2711057500,성내2동,2.71E+11,대구광역시 중구 중앙대로79길 31 (종로2가),41935,라마985641,35.86904432,128.59206,종로 화교소학교 및 화교거리,20191019,2019,10,19,20191020,2019,10,20,"무대행사 및 거리행사, 전시행사 등",대구화교협회,대구화교협회,"대구광역시, 대구광역시 중구",053-661-2174,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000345,,봉산미술제,대구광역시,중구,2711010800,27,27110,봉산동,2711056500,성내1동,2.71E+11,대구광역시 중구 봉산문화2길 36,41959,라마990635,35.863797,128.596776,봉산문화거리,20191004,2019,10,4,20191006,2019,10,6,화랑기획전 및 부대행사,봉산문화협회,봉산문화협회,"대구광역시, 대구광역시 중구",053-661-2174,,,20200709,3410000,대구광역시 중구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000351,,제30회 화도진축제,인천광역시,동구,2814010300,28,28140,송현동,2814055500,송현1.2동,2.81E+11,인천광역시 동구 수문통로 4,22550,다사232423,37.476747,126.632239,"동인천역북광장, 화도진공원 일원",20190510,2019,5,10,20190511,2019,5,11,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,"화도진공원, 수도국산달동네박물관, 배다리헌책방거리",20200306,3500000,인천광역시 동구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000354,,문경찻사발축제,경상북도,문경시,4728025027,47,47280,문경읍,4728025000,문경읍,4.73E+11,경상북도 문경시 문경읍 문경대로 2416,36919,라바521605,36.74144625,128.0838026,문경새재 오픈세트장,20190427,2019,4,27,20190506,2019,5,6,"대한민국 도예명장전 등 전시행사, 왕의 찻자리 등 체험행사, 사기장의 하루, 차담이 어드벤처 등 특별행사","문경문화관광재단, 문경찻사발축제추진위원회",문경시청,"문화체육관광부, 경상북도, 문경도자기협동조합",054-550-6395,http://www.sabal21.com,,20200714,5120000,경상북도 문경시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000357,,문경오미자축제,경상북도,문경시,4728035026,47,47280,동로면,4728035000,동로면,4.73E+11,경상북도 문경시 동로면 노은2길 4,36903,라바726640,36.7714734,128.3141145,문경동로초등학교일원,20190920,2019,9,20,20180922,2018,9,22,문경오미자 홍보,"문경문화관광재단, 문경오미자축제추진위원회",문경시청,,054-571-7677,http://www.mg5mija.or.kr/,,20200714,5120000,경상북도 문경시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000358,,문경사과축제,경상북도,문경시,4728025030,47,47280,문경읍,4728025000,문경읍,4.73E+11,경상북도 문경시 문경읍 새재로 932,36919,라바515627,36.76160207,128.0769905,문경새재도립공원일원,20191012,2019,10,12,20191027,2019,10,27,문경사과 홍보,"문경문화관광재단, 문경사과축제추진위원회",문경시청,,054-571-7677,http://www.mgapple.or.kr/,,20200714,5120000,경상북도 문경시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000363,,가야문화축제,경상남도,김해시,4825010500,48,48250,대성동,4825055000,북부동,4.83E+11,경상남도 김해시 가야의길 126 (대성동),50917,마라249942,35.23606039,128.8730826,"수릉원, 대성동 고분군, 가야의거리 일원",20190418,2019,4,18,20190421,2019,4,21,"공식, 민속, 축제, 체험, 설치, 부대, 연계행사",(사)가야문화축제제전위원회,김해시,없음,055-330-3943,www.gcfkorea.com,"김해국립박물관, 김수로왕릉, 가야의 길, 가야테마파크 등",20200630,5350000,경상남도 김해시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000364,,김해분청도자기축제,경상남도,김해시,4825033023,48,48250,진례면,4825033000,진례면,4.83E+11,경상남도 김해시 진례면 진례로 275-35,50874,마라133958,35.25149561,128.745857,진례면 분청도자관 일원,20191025,2019,10,25,20191103,2019,11,3,"의식,전시,체험,공연,학술,대회,부대행사",(사)김해도예협회,김해시,없음,055-330-3244,www.festival.buncheong.net,"김해분청도자관,클레이아크미술관 등",20200630,5350000,경상남도 김해시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000383,,2019 연천 구석기 겨울축제,경기도,연천군,4180025321,41,41800,전곡읍,,,4.18E+11,경기도 연천군 전곡읍 양연로 1510,11027,다아615018,38.01564928,127.0614528,연천전곡리유적,20190113,2019,1,13,20190206,2019,2,6,눈조각+얼음볼거리+눈썰매장+스노우보트+얼음썰매장+구석기바비큐,연천구석기축제추진위원회,경기도 연천군청,,031-839-2561,http://winter.yeoncheon.go.kr,연천전곡리유적+겨울축제+눈썰매장+구석기바비큐+눈꽃축제,20200626,4140000,경기도 연천군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000386,,알리사 리턴 투 원더랜드,제주특별자치도,제주시,5011025326,50,50110,애월읍,,,5.01E+11,제주특별자치도 제주시 애월읍 애월해안로 516-7,63047,나나940990,33.47767128,126.3600019,SM디지털아트뮤지움,20191103,2019,11,3,20201102,2020,11,2,한-러 수교 30주년 기념 디지털 아트 동화 특별전 알리사 리턴 투 원더랜드 : 『Alisa return to wonderland』,시타델코프,시타델코프,,064-799-7578,http://alisakorea.com/,,20200707,6510000,제주특별자치도 제주시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000389,,알리사 리턴 투 원더랜드,제주특별자치도,제주시,5011025326,50,50110,애월읍,,,5.01E+11,제주특별자치도 제주시 애월읍 애월해안로 516-7,63047,나나940990,33.47767128,126.3600019,SM디지털아트뮤지움,20191103,2019,11,3,20201102,2020,11,2,한-러 수교 30주년 기념 디지털 아트 동화 특별전 알리사 리턴 투 원더랜드 : 『Alisa return to wonderland』,시타델코프,시타델코프,,064-799-7578,http://alisakorea.com/,,20200707,6500000,제주특별자치도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000408,,황태축제,강원도,인제군,4281032024,42,42810,북면,4281032000,북면,4.28E+11,강원도 인제군 북면 황태길 372,24605,라아762248,38.2208221,128.3707557,강원도 인제군 북면 용대3리 용대삼거리,20190606,2019,6,6,20190609,2019,6,9,"공연행사, 체험행사, 특산품 판매","황태축제위원회, 용대황태연합회",용대3리 황태마을,인제군,033-462-4808,http://www.yongdaeri.com/5festival/,,20200619,4330000,강원도 인제군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000409,,진동계곡산나물축제,강원도,인제군,4281033025,42,42810,기린면,4281033000,기린면,4.28E+11,강원도 인제군 기린면 조침령로 1061,24653,라사795963,37.96392812,128.4053588,강원도 인제군 기린면 진동리 농촌체험학교,20190518,2019,5,18,20190519,2019,5,19,"공연행사, 체험행사, 특산품 판매",진동계곡산나물축제 추진위원회,진동계곡산나물축제 추진위원회,인제군,033-460-2082,http://www.jindongri.com,,20200619,4330000,강원도 인제군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000411,,평창송어축제,강원도,평창군,4276036021,42,42760,진부면,4276036000,진부면,4.28E+11,강원도 평창군 진부면 경강로 3562,25332,라사932598,37.6332195,128.5570386,진부면 오대천일원,20191228,2019,12,28,20200202,2020,2,2,송어얼음낚시+송어맨손잡기,평창송어축제위원회,강원도 평창군,"문화체육관광부,강원도, 한국관광공사",033-336-4000,http://www.festival700.or.kr,주변관광지 및 행사정보제공,20200707,4280000,강원도 평창군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000421,,한강낙동강발원지축제,강원도,태백시,4219010100,42,42190,황지동,4219054000,상장동,4.22E+11,강원도 태백시 태붐로 21 (황지동),26023,마사319083,37.16421694,128.9865547,검룡소 및 황지연못 등 시내일원,20190720,2019,7,20,20190804,2019,8,4,"야외영화상영, 중앙로 물놀이난장, 물총퍼레이드, 공연 및 체험프로그램 등",강원도 태백시,태백시축제위원회,"문화체육관광부, 강원도, 한국관광공사, 한국지역진흥재단 등",033-550-2085,http://festival.taebaek.go.kr/summer/,없음,20200710,4220000,강원도 태백시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000429,,햇사레장호원복숭아축제,경기도,이천시,4150025021,41,41500,장호원읍,4150025000,장호원읍,4.15E+11,경기도 이천시 장호원읍 서동대로8759번길 117,17421,라사099021,37.11809864,127.6121816,장호원햇사레산지유통센터,20190920,2019,9,20,20190922,2019,9,22,복숭아축제,"장호원농협, 경기동부과수농협 공동 주관",장호원복숭아축제 추진위원회,이천시 및 장호원기관단체,031-643-0045,http://www.peachfestival.co.kr,축제 행사+수확체험+직판행사 등,20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000430,,공주항공축제,충청남도,공주시,4415036024,44,44150,의당면,4415036000,의당면,4.42E+11,충청남도 공주시 의당면 신촌길 149-8,32519,다바664348,36.51052026,127.1258208,공주경비행기장(정안천 일원),20190504,2019,5,4,20190506,2019,5,6,"경량항공기 활주로 주행체험, 포토존, 물로켓 만들기등",공주경비행기,공주시,,041-840-8093,,,20200707,4500000,충청남도 공주시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000432,,설봉산별빛축제,경기도,이천시,4150010200,41,41500,관고동,4150053000,관고동,4.15E+11,경기도 이천시 경충대로2697번길 304 (관고동),17379,다사934198,37.27792699,127.425921,설봉공원야외대공연장,20190713,2019,7,13,20190824,2019,8,24,대중예술공연(총 7회공연),(사)이천예총,이천시,이천시,031-634-7300,http://www.2000art.or.kr,"설봉공원(1회 개막공연~6회공연), 장호원 복숭아축제장(7회 폐막공연)",20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000433,,체험문화축제,경기도,이천시,4150010200,41,41500,관고동,4150053000,관고동,4.15E+11,경기도 이천시 경충대로2697번길 306 (관고동),17379,다사935198,37.27793778,127.4269268,이천시 설봉공원,20190525,2019,5,25,20190526,2019,5,26,음식만들기+공예체험+스포츠 놀이체험,(사)이천농촌나드리,이천시,이천시,031-636-2723,http://www.2000green.com,설봉공원+이천농촌나드리,20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000434,,이천백사산수유꽃축제,경기도,이천시,4150032023,41,41500,백사면,4150032000,백사면,4.15E+11,경기도 이천시 백사면 원적로775번길 17,17309,다사966268,37.34077593,127.4622972,"백사면 도립리, 송말리, 경사리일원",20190329,2019,3,29,20190331,2019,3,31,공연+체험+산수유제품판매,이천백사산수유꽃축제추진위원회,이천시,이천시,031-631-2104,http://www.2104sansooyou.com,"반룡송+경사리벽화마을, 원적산, 영원사, 송말리 연당, 김좌근 고택, 검바위 공원",20200710,4070000,경기도 이천시,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
