id,,fclt_name,ctprvn_nm,sgnr_nm,legaldong_cd,legaldong_cd_si,legaldong_cd_gu,legalemd_nm,adstrd_cd,adstrd_nm,rdnmaddr_cd,rdnm_addr,zip_cd,grid_cd,x_cd,y_cd,opmt_plce,fstvl_bgn_dt,fstvl_bgn_dt_year,fstvl_bgn_dt_month,fstvl_bgn_dt_day,fstvl_end_dt,fstvl_end_dt_year,fstvl_end_dt_month,fstvl_end_dt_day,fstvl_cn,mnnst,auspc_instt,supt_instt,telno,hmpg,rlt_inf,data_stdde,prvd_agnc_cd,prvd_agnc_nm,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC488PO20N000047,,악양대봉감축제,경상남도,하동군,4885032034,48,48850,악양면,,,4.89E+11,경상남도 하동군 악양면 섬진강대로 3145-2,52307,라라174823,35.13592935,127.6914855,하동군 악양면 평사리 일원,20200101,2020,1,1,20201231,2020,12,31,대봉감축제,악양면청년회,악양면청년회,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000079,,하동북천꽃양귀비축제,경상남도,하동군,4885039023,48,48850,북천면,,,4.89E+11,경상남도 하동군 북천면 경서대로 2253-21,52318,라라341796,35.11101547,127.8741645,하동군 북천면 꽃단지 일원,20200101,2020,1,1,20201231,2020,12,31,양귀비꽃축제,북천코스모스메밀꽃영농법인,북천코스모스메밀꽃영농법인,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000088,,장수 한우랑 사과랑 축제,전라북도,장수군,4574025027,45,45740,장수읍,4574025000,장수읍,4.57E+11,전라북도 장수군 장수읍 한누리로 393,55638,라마016383,35.6411154,127.5181094,전라북도 장수군 의암공원 및 누리파크 일원,20201029,2020,10,29,20201101,2020,11,1,대표프로그램 등 7개분야 70여개 프로그램,사)장수한우랑사과랑축제추진위원회,전라북도 장수군,전라북도,063-350-2357,http://www.jangsufestival.com,장수 한우랑 사과랑 축제,20200331,4750000,전라북도 장수군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000089,,인천 원도사제,인천광역시,미추홀구,2817710200,28,28177,용현동,2817757000,용현5동,2.82E+11,인천광역시 미추홀구 용정공원로 28 (용현동),22187,다사241394,37.4506785,126.642827,용정근린공원,20201009,2020,10,9,20201009,2020,10,9,"수령행차 퍼레이드, 원도사제, 청활패놀이 등",인천광역시 미추홀구,인천광역시 미추홀구,,032-880-4667,http://michu.incheon.kr/home/index.asp,,20200319,3510500,인천광역시 미추홀구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000093,,울산옹기축제,울산광역시,울주군,3171025630,31,31710,온양읍,3171025600,온양읍,3.17E+11,울산광역시 울주군 온양읍 외고산3길 36,44970,마마615169,35.435069,129.2795088,울주군 외고산 옹기마을 일원,20200501,2020,5,1,20200505,2020,5,5,"옹기난장촌, 옹기산적촌, 옹기장난촌, 옹기장인촌 등 50여 프로그램",울산광역시 울주군,울산옹기축제추진위원회,"문화체육관광부, 울산광역시, 울산광역시의회, 울주군의회",052-237-7894,http://www.ulsanonggi.or.kr,,20191209,3730000,울산광역시 울주군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000094,,장미꽃 필(feel)무렵,대구광역시,달서구,2729010800,27,27290,이곡동,2729057600,이곡1동,2.73E+11,대구광역시 달서구 선원남로 129 (이곡동),42615,라마916627,35.85741363,128.514463,이곡장미공원,20200515,2020,5,15,20200517,2020,5,17,"콘서트(7080콘서트, 뮤지컬갈라, 브라질 재즈), 더 파티인 로즈가즌(이웃주민 공연, 버스킹, 퍼포먼스 등), 향기가득 부스워트(장미관련 체험, 로즈뷰티, 먹거리존 등), 포토존, 관객참여 피아노공연, 아트풍선 등",(재)달서문화재단,(재)달서문화재단,"대구광역시, 달서구, 달서구의회",053-584-9771,http://www.dscf.okr.kr,,20200304,3470000,대구광역시 달서구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000095,,달서가족축제,대구광역시,달서구,2729011900,27,27290,대천동,2729060200,월성2동,2.73E+11,대구광역시 달서구 성서공단로 40 (대천동),42716,라마891600,35.83282135,128.4872359,호림강나루공원,20200505,2020,5,5,20200505,2020,5,5,"개회식, 명랑경기, 가족미션경기, 화합마당, 부대행사 등",대구광역시 달서구여성단체협의회,대구광역시 달서구여성단체협의회,대구광역시 달서구,053-667-3514,http://www.dalseo.daegu.kr,달서여성행복카페(http://cafe.daum.net/womencity-dalseo),20200304,3470000,대구광역시 달서구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000115,,제50회 아림예술제,경상남도,거창군,4888025032,48,48880,거창읍,,,4.89E+11,경상남도 거창군 거창읍 심소정길 39-36,50126,라마388440,35.69209413,127.9290614,거창스포츠파크 일원,20200924,2020,9,24,20200927,2020,9,27,"시가 퍼레이드, 분과별 공연 및 전시, 군민노래자랑 등",아림예술제위원회,아림예술제위원회,,,,,20200228,5470000,경상남도 거창군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000116,,거창한마당대축제,경상남도,거창군,4888025032,48,48880,거창읍,4888025000,거창읍,4.89E+11,경상남도 거창군 거창읍 심소정길 39-36,50126,라마388440,35.69209413,127.9290614,"스포츠파크, 시내 거리",20200924,2020,9,24,20200927,2020,9,27,"군민체육대회, 아림예술제, 평생학습축제, 녹색곳간, 농산물대축제 등",(재)거창문화재단 등,(재)거창문화재단,,,,,20200228,5470000,경상남도 거창군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000122,,북천코스모스메밀꽃축제,경상남도,하동군,4885039023,48,48850,북천면,,,4.89E+11,경상남도 하동군 북천면 경서대로 2253-21,52318,라라341796,35.11101547,127.8741645,하동군 북천면 꽃단지 일원,20200101,2020,1,1,20201231,2020,12,31,꽃축제,하동북천코스모스메밀꽃영농법인,하동북천코스모스메밀꽃영농법인,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000127,,토지문학제,경상남도,하동군,4885032034,48,48850,악양면,,,4.89E+11,경상남도 하동군 악양면 평사리길 35,52307,라라172842,35.15301698,127.6892639,하동군 악양면 최참판댁 일원,20200101,2020,1,1,20201231,2020,12,31,문학제,하동군청,토지문학제운영위원회,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000139,,화개장터벚꽃축제,경상남도,하동군,4885031023,48,48850,화개면,,,4.89E+11,경상남도 하동군 화개면 쌍계로 58,52303,라라115884,35.19153344,127.6267851,하동군 화개면 영호남화합다목적광장 일원,20200101,2020,1,1,20201231,2020,12,31,벚꽃축제,제21회화개장터벚꽃축제추진위원회+화개면청년회,제22회화개장터벚꽃축제추진위원회/화개면청년회,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000140,,알프스하동섬진강재첩축제,경상남도,하동군,4885025022,48,48850,하동읍,,,4.89E+11,경상남도 하동군 하동읍 섬진강대로 2107-8,52332,라라221742,35.0633744,127.7433308,하동군 하동읍 송림공원일원,20200101,2020,1,1,20201231,2020,12,31,재첩특산물 홍보 및 판매,(사)알프스하동섬진강재첩축제위원회,(사)알프스하동섬진강재첩축제위원회,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000141,,하동야생차문화축제,경상남도,하동군,4885031026,48,48850,화개면,,,4.89E+11,경상남도 하동군 화개면 쌍계로 571-25,52302,라라129924,35.22773053,127.6426922,하동군 화개면 악양면 일원,20200101,2020,1,1,20201231,2020,12,31,녹차특산물 판매 및 전시행사등,(사)하동야생차문화축제조직위원회,(사)하동야생차문화축제조직위원회,,,,,20200310,5440000,경상남도 하동군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000143,,제34회 비사벌문화제,경상남도,창녕군,4874025037,48,48740,창녕읍,,,4.87E+11,경상남도 창녕군 창녕읍 학천길 13,50329,라마905273,35.53835896,128.4987294,창녕읍 일원,20201002,2020,10,2,20201004,2020,10,4,"향토기양제, 비사벌문화행렬, 미술실기대회, 보부상존 운영, 각종 전시행사 등",비사벌문화제전회,비사벌문화제전회,,055-532-0993,,,20200306,5410000,경상남도 창녕군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000147,,생거진천 문화축제,충청북도,진천군,4375025024,43,43750,진천읍,4375025000,진천읍,4.38E+11,충청북도 진천군 진천읍 백사천길 17,27849,다바948737,36.86152209,127.4420392,충북 진천군 진천읍 백곡천 둔치 일원,20201001,2020,10,1,20201031,2020,10,31,"○ 군민 가요제, 문화예술공연, 민속경기, 길놀이, 건강박람회, 기업체 우수제품 홍보판매관, 평생학습축제, 향토음식 경연대회, 농특산물전시판매행사, 향토 먹거리장터 등",생거진천문화축제추진위원회,진천문화원,진천군,043-533-2744,http://www.jincheon.go.kr,행사일정 미정,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000148,,쌍둥이 힐링 페슨티벌,충청북도,단양군,4380025025,43,43800,단양읍,,,4.38E+11,충청북도 단양군 단양읍 수변로 91,27011,라바775876,36.98364188,128.3708204,단양읍 나루공연장 일원,20200901,2020,9,1,20200930,2020,9,30,"○ 쌍둥이 댄스 페스티벌, 마술 버블, 올해의 쌍둥이 시상식 등",CJB 청주방송,단양문화원,단양군,043-420-2553,https://www.danyang.go.kr/twin,행사일정 미정,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000149,,영동국악과일와인축제,충청북도,영동군,4374025027,43,43740,영동읍,,,4.37E+11,충청북도 영동군 영동읍 영동황간로 122,29150,라마253963,36.16401536,127.7819468,영동체육관 일원,20200901,2020,9,1,20200930,2020,9,30,"○ 농특산물 판매, 와인족욕 등 30여가지 체험프로그램, 국악공연 등","영동축제관광재단,영동포도연합회,난계기념사업회, 영동와인연구회","영동군, 영동축제추진위원회",,043-740-3214,http://yd21.go.kr/tour/html/sub03/0301.html,행사일정 미정,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000153,,충주농산물한마당축제,충청북도,충주시,4313012800,43,43130,금릉동,,,4.31E+11,충청북도 충주시 남한강로 24 (금릉동),27438,라바360877,36.98782919,127.9055691,충주세계무술공원 일원,20201001,2020,10,1,20201031,2020,10,31,"○ 키즈존, 매직&버블쇼, 농산물홍보관○ 사과백일장, 웅변대회, 요리왕 경연대회○ 인삼 및 군고구마장터, 농산물 시식, 떡나눔 행사○ 농산물 반값 할인이벤트, 와유바유체험, 화합의장 등",충주농산물한마당축제추진위원회,충주시 농정과,,043-850-5721,https://www.chungju.go.kr/www/index.do,행사일정 미정,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000154,,제16회 제천국제음악영화제,충청북도,제천시,4315032046,43,43150,청풍면,,,4.32E+11,충청북도 제천시 청풍면 청풍호로50길 6,27215,라바606904,37.01083356,128.1811895,"시내일원,청풍면,의림지",20200813,2020,8,13,20200818,2020,8,18,"○ 핵심프로그램 : 개폐막식, 원썸머나잇, 의림썸머나잇○ 영화프로그램 : 음악을 주제로 한 영화상영(100여편)○ 음악프로그램 : 30여개 팀 공연 ○ 특별프로그램 : 거리의 악사 페스티벌, 제천영화음악제 아카데미,                                                        제천영화음악상, JIMFF포럼,  JIMFF동네극장 등",사단법인제천국제음악영화제,제천시(문화예술과),"문화체육관광부, 충청북도, 제천시, 영화진흥위원회",02-925-2243,http://www.jimff.org,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000155,,제25회 오장환문학제,충청북도,보은군,4372038521,43,43720,회인면,,,4.37E+11,충청북도 보은군 회인면 회인로5길 12,28929,라바086328,36.4933575,127.5964471,오장환문학관 등,20201001,2020,10,1,20201031,2020,10,31,"○ 오장환문학상 및 오장환신인문학상 시상○ 문학강연, 문학기행, 저명 작가와의 만남의 장○ 충북 초중학생 백일장 및 체험부스 운영",보은문화원,보은군,,043-540-3754,http://janghwan.boeun.go.kr/,행사일정 미정,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000156,,제45회 중봉충렬제,충청북도,옥천군,4373032027,43,43730,안남면,,,4.37E+11,충청북도 옥천군 안남면 도농1길 71-1,29009,라바169203,36.38071082,127.6893425,표충사 일원 / 관성회관,20201015,2020,10,15,20201018,2020,10,18,○ 중봉조헌추모제향 및 영규대사 추모제,"옥천청년회의소,각 문화예술단체","옥천군, 옥천문화원",,043-730-3402,https://www.oc.go.kr/tour/viewTnTursmResrceU.do?resrceNo=68&sa1=ECB695ECA09CECB2B4ED9798&rcpp=9&key=2529,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000161,,가로수사랑음악회,전라남도,담양군,4671025023,46,46710,담양읍,4671025000,담양읍,4.67E+11,전라남도 담양군 담양읍 지침3길 7-5,57344,다마531024,35.31617363,126.9840063,가로수사랑군민연대,20201103,2020,11,3,20201103,2020,11,3,"지역출신가수공연, 특집라디오공개방송 등",담양가로수사랑군민연대,담양군,,061-380-3152,,,20200312,4850000,전라남도 담양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000162,,창평전통음식문화축제,전라남도,담양군,4671034021,46,46710,창평면,4671034000,창평면,4.67E+11,전라남도 담양군 창평면 돌담길 56-24,57389,다라561934,35.23525084,127.017861,창평슬로시티 일원,20201026,2020,10,26,20201028,2020,10,28,"슬로푸드전시, 체험, 판매 등",창평면주민자치위원회,담양군,,061-380-3152,,,20200312,4850000,전라남도 담양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000163,,추월산벚꽃축제,전라남도,담양군,4671038023,46,46710,용면,4671038000,용면,4.67E+11,전라남도 담양군 용면 추월산로 369,57302,다마534077,35.36449265,126.9872053,용면 추월산광장 일원,20200407,2020,4,7,20100408,2010,4,8,"벚꽃노래자랑, 특산품판매 등",용면청년회,담양군,,061-380-3152,,,20200312,4850000,전라남도 담양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000164,,담양산타축제,전라남도,담양군,4671025024,46,46710,담양읍,4671025000,담양읍,4.67E+11,전라남도 담양군 담양읍 추성로 1371,57339,다마534029,35.32121077,126.9881755,담양 원도심 및 메타프로방스 일원,20201211,2020,12,11,20201227,2020,12,27,"크리스마스거리조성, 크리스마스마켓 운영 등",담양산타축제추진위원회,담양군,,061-380-3152,,,20200312,4850000,전라남도 담양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000165,,담양대나무축제,전라남도,담양군,4671025024,46,46710,담양읍,4671025000,담양읍,4.67E+11,전라남도 담양군 담양읍 추성로 1371,57339,다마534029,35.32121077,126.9881755,죽녹원 및 관방제림 일원,20200430,2020,4,30,20200505,2020,5,5,"대나무 관련 전시, 체험, 공연, 판매 등",(사)담양대나무축제위원회,담양군,"문화체육관광부, 전라남도, 한국관광공사",061-380-3152,www.bamboofestival.co.kr,,20200312,4850000,전라남도 담양군,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000166,,괴산고추축제,충청북도,괴산군,4376025022,43,43760,괴산읍,4376025000,괴산읍,4.38E+11,충청북도 괴산군 괴산읍 임꺽정로 75,28026,라바257684,36.81344157,127.7885377,괴산군청 앞 광장,20200903,2020,9,3,20200906,2020,9,6,"ㅇ황금고추를 찾아라(킬러콘텐츠), 속풀이고추난타ㅇ고추를 테마로 한 공연, 전시 체험프로그램(100여종)ㅇ지역농특산물직판장운영(고추,옥수수 등)",괴산축제위원회,괴산군 문화체육관광과,"충청북도, 한국관광공사 등",043-830-3462,https://www.goesan.go.kr/festival.,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000167,,괴산김장축제,충청북도,괴산군,4376025022,43,43760,괴산읍,,,4.38E+11,충청북도 괴산군 괴산읍 임꺽정로 75,28026,라바257684,36.81344157,127.7885377,괴산군청 앞 광장 및 동진천 일원,20201106,2020,11,6,20201108,2020,11,8,"ㅇ김장공연 및 놀이마당, 우리가족 김장담그기 행사ㅇ절임배추와 김장을 테마로한 전시 및 체험프로그램ㅇ각종 전국단위 경연대회 및 캠핑 등ㅇ농특산물 판매장 및 김장재료 판매장",괴산축제위원회,괴산군 문화체육관광과,"충청북도, 한국관광공사 등",043-830-3462,https://www.goesan.go.kr/festival.,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000168,,괴산유기농페스티벌,충청북도,괴산군,4376025022,43,43760,괴산읍,,,4.38E+11,충청북도 괴산군 괴산읍 임꺽정로 75,28026,라바257684,36.81344157,127.7885377,유기농엑스포광장(괴산군청 앞),20201016,2020,10,16,20201018,2020,10,18,"ㅇ개막식(축하공연) 및 폐막식ㅇ괴산역사 및 엑스포 사진전 및 유기농산물 전시 등ㅇ유기농열차, 곤충체험, 전통문화 등 16종 체험행사ㅇ유기농산물 및 일반농산물 등 농특산물 판매장",괴산군유기농업인연합회,괴산군 농업정책과,"농림축산식품부, 충청북도, 한국관광공사 등",043-830-3174,https://www.goesan.go.kr.,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000169,,제24회 단양 온달문화축제,충청북도,단양군,4380033022,43,43800,영춘면,,,4.38E+11,충청북도 단양군 영춘면 온달로 23,27020,라바882965,37.06295564,128.4929221,영춘면 온달관광지 및 단양읍 일원,20201023,2020,10,23,20201025,2020,10,25,"○ 고구려 테마존○ 온달?평강 거리 퍼포먼스, 공연,   체험프로그램 운영",온달문화축제추진위원회,단양문화원,"충청북도, 단양군, 한국지역진흥재단",043-420-2562,http://ondalfestival.or.kr,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000170,,2020 청원생명축제,충청북도,청주시 청원구,4311425347,43,43114,오창읍,,,4.31E+11,충청북도 청주시 청원구 오창읍 미래지로 99,28107,다바917594,36.73315885,127.4074026,오창읍 미래지농촌테마공원 일원,20200918,2020,9,18,20200927,2020,9,27,"○ 농축산물 판매, 주요공연 등",청원생명축제추진위원회,청주시 농식품유통과,"충청북도,농림수산식품부,충북도교육청",043-201-2238,https://www.cheongju.go.kr/bio/index.do,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000173,,구로G페스티벌,서울특별시,구로구,1153010200,11,11530,구로동,1153053000,구로제2동,1.15E+11,서울특별시 구로구 경인로53길 15,8217,다사445448,37.501473,126.872383,"서울특별시 구로구 안양천 둔치, 오류아트홀, 공식 유튜브채널",20200901,2020,9,1,20200927,2020,9,27,"구민이 주체가 되어 자발적으로 참여하는 구로구민을 위한 비대면, 온라인 축제",구로구,서울특별시 구로구청,"구로문화재단, 구로문화원, 원광디지털대학교",02-860-2060,www.gfestival.co.kr,,20200727,3160000,서울특별시 구로구,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000174,,지용제,충청북도,옥천군,4373025024,43,43730,옥천읍,,,4.37E+11,충청북도 옥천군 옥천읍 향수길 56,29030,라바073130,36.31501588,127.5815719,정지용생가 및 구읍일원,20201015,2020,10,15,20201018,2020,10,18,"○지용 문학상, 청소년문학상, 백일장, 문학기행, 청소년문학캠프, 지용국제문학포럼 등",옥천문화원,옥천군,,043-730-3403,https://www.oc.go.kr/jy/index.do,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
KC488PO20N000175,,청남대 재즈토닉 페스티벌,충청북도,청주시 상당구,4311135032,43,43111,문의면,,,4.31E+11,충청북도 청주시 상당구 문의면 청남대길 646,28210,다바991294,36.46224737,127.4900948,청남대,20200828,2020,8,28,20200830,2020,8,30,"○ 재즈아티스트 공연, 타로아트 전시, 지역출신 재즈밴들 경연",㈜청주방송,청주시 문화예술과,,043-201-2012,http://www.jazztonicfestival.com/,,20200630,6430000,충청북도,20200918,문화체육관광부,KC_488_WNTY_CLTFSTVL_2020,20201231
